_id,Date,NumberAdmitted,SevenDayAverage,SevenDayAverageQF
630,20211223,50,51.2857142857143,""
631,20211224,66,54.8571428571429,""
632,20211225,42,54.7142857142857,""
633,20211226,69,59.5714285714286,""
634,20211227,93,62.8571428571429,""
635,20211228,98,69.1428571428571,""
636,20211229,117,76.4285714285714,""
637,20211230,119,86.2857142857143,""
638,20211231,122,94.2857142857143,""
639,20220101,94,101.714285714286,""
640,20220102,109,107.428571428571,""
641,20220103,109,109.714285714286,""
642,20220104,132,114.571428571429,""
643,20220105,118,114.714285714286,""
644,20220106,109,113.285714285714,""
645,20220107,105,110.857142857143,""
646,20220108,87,109.857142857143,""
647,20220109,104,109.142857142857,""
648,20220110,116,110.142857142857,""
649,20220111,111,107.142857142857,""
650,20220112,102,104.857142857143,""
651,20220113,94,102.714285714286,""
652,20220114,114,104,""
653,20220115,64,100.714285714286,""
654,20220116,62,94.7142857142857,""
655,20220117,102,92.7142857142857,""
656,20220118,103,91.5714285714286,""
657,20220119,77,88,""
658,20220120,76,85.4285714285714,""
659,20220121,78,80.2857142857143,""
660,20220122,60,79.7142857142857,""
661,20220123,61,79.5714285714286,""
662,20220124,86,77.2857142857143,""
663,20220125,74,73.1428571428571,""
664,20220126,68,71.8571428571429,""
665,20220127,58,69.2857142857143,""
666,20220128,66,67.5714285714286,""
667,20220129,50,66.1428571428571,""
668,20220130,52,64.8571428571429,""
669,20220131,73,63,""
670,20220201,80,63.8571428571429,""
671,20220202,53,61.7142857142857,""
672,20220203,67,63,""
673,20220204,68,63.2857142857143,""
674,20220205,58,64.4285714285714,""
675,20220206,35,62,""
676,20220207,67,61.1428571428571,""
677,20220208,74,60.2857142857143,""
678,20220209,64,61.8571428571429,""
679,20220210,57,60.4285714285714,""
680,20220211,54,58.4285714285714,""
681,20220212,47,56.8571428571429,""
682,20220213,56,59.8571428571429,""
683,20220214,78,61.4285714285714,""
684,20220215,71,61,""
685,20220216,83,63.7142857142857,""
686,20220217,68,65.2857142857143,""
687,20220218,73,68,""
688,20220219,62,70.1428571428571,""
689,20220220,49,69.1428571428571,""
690,20220221,75,68.7142857142857,""
691,20220222,79,69.8571428571429,""
692,20220223,92,71.1428571428571,""
693,20220224,93,74.7142857142857,""
694,20220225,95,77.8571428571429,""
695,20220226,83,80.8571428571429,""
696,20220227,72,84.1428571428571,""
697,20220228,100,87.7142857142857,""
698,20220301,88,89,""
699,20220302,88,88.4285714285714,""
700,20220303,83,87,""
701,20220304,102,88,""
702,20220305,68,85.8571428571429,""
703,20220306,80,87,""
704,20220307,92,85.8571428571429,""
705,20220308,114,89.5714285714286,""
706,20220309,119,94,""
707,20220310,111,98,""
708,20220311,138,103.142857142857,""
709,20220312,124,111.142857142857,""
710,20220313,110,115.428571428571,""
711,20220314,142,122.571428571429,""
712,20220315,143,126.714285714286,""
713,20220316,140,129.714285714286,""
714,20220317,140,133.857142857143,""
715,20220318,154,136.142857142857,""
716,20220319,103,133.142857142857,""
717,20220320,109,133,""
718,20220321,133,131.714285714286,""
719,20220322,148,132.428571428571,""
720,20220323,149,133.714285714286,""
721,20220324,140,133.714285714286,""
722,20220325,140,131.714285714286,""
723,20220326,100,131.285714285714,""
724,20220327,94,129.142857142857,""
725,20220328,114,126.428571428571,""
726,20220329,149,126.571428571429,""
727,20220330,149,126.571428571429,""
728,20220331,138,126.285714285714,""
729,20220401,108,121.714285714286,""
730,20220402,109,123,""
731,20220403,92,122.714285714286,""
732,20220404,133,125.428571428571,""
733,20220405,111,120,""
734,20220406,92,111.857142857143,""
735,20220407,105,107.142857142857,""
736,20220408,106,106.857142857143,""
737,20220409,87,103.714285714286,""
738,20220410,90,103.428571428571,""
739,20220411,90,97.2857142857143,""
740,20220412,88,94,""
741,20220413,94,94.2857142857143,""
742,20220414,86,91.5714285714286,""
743,20220415,78,87.5714285714286,""
744,20220416,74,85.7142857142857,""
745,20220417,63,81.8571428571429,""
746,20220418,67,78.5714285714286,""
747,20220419,81,77.5714285714286,""
748,20220420,60,72.7142857142857,""
749,20220421,73,70.8571428571429,""
750,20220422,82,71.4285714285714,""
751,20220423,47,67.5714285714286,""
752,20220424,41,64.4285714285714,""
753,20220425,58,63.1428571428571,""
754,20220426,51,58.8571428571429,""
755,20220427,66,59.7142857142857,""
756,20220428,50,56.4285714285714,""
757,20220429,46,51.2857142857143,""
758,20220430,45,51,""
759,20220501,48,52,""
760,20220502,44,50,""
761,20220503,51,50,""
762,20220504,54,48.2857142857143,""
763,20220505,34,46,""
764,20220506,41,45.2857142857143,""
765,20220507,34,43.7142857142857,""
766,20220508,29,41,""
767,20220509,57,42.8571428571429,""
768,20220510,63,44.5714285714286,""
769,20220511,47,43.5714285714286,""
770,20220512,48,45.5714285714286,""
771,20220513,33,44.4285714285714,""
772,20220514,23,42.8571428571429,""
773,20220515,29,42.8571428571429,""
774,20220516,42,40.7142857142857,""
775,20220517,31,36.1428571428571,""
776,20220518,31,33.8571428571429,""
777,20220519,28,31,""
778,20220520,41,32.1428571428571,""
779,20220521,19,31.5714285714286,""
780,20220522,26,31.1428571428571,""
781,20220523,31,29.5714285714286,""
782,20220524,51,32.4285714285714,""
783,20220525,43,34.1428571428571,""
784,20220526,30,34.4285714285714,""
785,20220527,36,33.7142857142857,""
786,20220528,30,35.2857142857143,""
787,20220529,45,38,""
788,20220530,34,38.4285714285714,""
789,20220531,30,35.4285714285714,""
790,20220601,43,35.4285714285714,""
791,20220602,53,38.7142857142857,""
792,20220603,44,39.8571428571429,""
793,20220604,44,41.8571428571429,""
794,20220605,50,42.5714285714286,""
795,20220606,59,46.1428571428571,""
796,20220607,48,48.7142857142857,""
797,20220608,52,50,""
798,20220609,70,52.4285714285714,""
799,20220610,73,56.5714285714286,""
800,20220611,58,58.5714285714286,""
801,20220612,68,61.1428571428571,""
802,20220613,70,62.7142857142857,""
803,20220614,76,66.7142857142857,""
804,20220615,75,70,""
805,20220616,82,71.7142857142857,""
806,20220617,81,72.8571428571429,""
807,20220618,61,73.2857142857143,""
808,20220619,62,72.4285714285714,""
809,20220620,88,75,""
810,20220621,108,79.5714285714286,""
811,20220622,98,82.8571428571429,""
812,20220623,117,87.8571428571429,""
813,20220624,129,94.7142857142857,""
814,20220625,103,100.714285714286,""
815,20220626,95,105.428571428571,""
816,20220627,106,108,""
817,20220628,142,112.857142857143,""
818,20220629,113,115,""
819,20220630,117,115,""
820,20220701,112,112.571428571429,""
821,20220702,110,113.571428571429,""
822,20220703,84,112,""
823,20220704,125,114.714285714286,""
824,20220705,125,112.285714285714,""
825,20220706,119,113.142857142857,""
826,20220707,120,113.571428571429,""
827,20220708,113,113.714285714286,""
828,20220709,99,112.142857142857,""
829,20220710,77,111.142857142857,""
830,20220711,137,112.857142857143,""
831,20220712,131,113.714285714286,""
832,20220713,111,112.571428571429,""
833,20220714,89,108.142857142857,""
834,20220715,72,102.285714285714,""
835,20220716,68,97.8571428571429,""
836,20220717,83,98.7142857142857,""
837,20220718,97,93,""
838,20220719,100,88.5714285714286,""
839,20220720,105,87.7142857142857,""
840,20220721,79,86.2857142857143,""
841,20220722,80,87.4285714285714,""
842,20220723,81,89.2857142857143,""
843,20220724,67,87,""
844,20220725,80,84.5714285714286,""
845,20220726,68,80,""
846,20220727,71,75.1428571428571,""
847,20220728,65,73.1428571428571,""
848,20220729,68,71.4285714285714,""
849,20220730,57,68,""
850,20220731,46,65,""
851,20220801,61,62.2857142857143,""
852,20220802,59,61,""
853,20220803,59,59.2857142857143,""
854,20220804,47,56.7142857142857,""
855,20220805,44,53.2857142857143,""
856,20220806,28,49.1428571428571,""
857,20220807,47,49.2857142857143,""
858,20220808,49,47.5714285714286,""
859,20220809,46,45.7142857142857,""
860,20220810,51,44.5714285714286,""
861,20220811,38,43.2857142857143,""
862,20220812,55,44.8571428571429,""
863,20220813,33,45.5714285714286,""
864,20220814,35,43.8571428571429,""
865,20220815,46,43.4285714285714,""
866,20220816,37,42.1428571428571,""
867,20220817,36,40,""
868,20220818,27,38.4285714285714,""
869,20220819,42,36.5714285714286,""
870,20220820,24,35.2857142857143,""
871,20220821,35,35.2857142857143,""
872,20220822,37,34,""
873,20220823,42,34.7142857142857,""
874,20220824,43,35.7142857142857,""
875,20220825,41,37.7142857142857,""
876,20220826,35,36.7142857142857,""
877,20220827,28,37.2857142857143,""
878,20220828,33,37,""
879,20220829,41,37.5714285714286,""
880,20220830,34,36.4285714285714,""
881,20220831,41,36.1428571428571,""
882,20220901,42,36.2857142857143,""
883,20220902,48,38.1428571428571,""
884,20220903,28,38.1428571428571,""
885,20220904,41,39.2857142857143,""
886,20220905,48,40.2857142857143,""
887,20220906,59,43.8571428571429,""
888,20220907,40,43.7142857142857,""
889,20220908,45,44.1428571428571,""
890,20220909,39,42.8571428571429,""
891,20220910,28,42.8571428571429,""
892,20220911,24,40.4285714285714,""
893,20220912,45,40,""
894,20220913,38,37,""
895,20220914,50,38.4285714285714,""
896,20220915,31,36.4285714285714,""
897,20220916,37,36.1428571428571,""
898,20220917,34,37,""
899,20220918,27,37.4285714285714,""
900,20220919,30,35.2857142857143,""
901,20220920,43,36,""
902,20220921,36,34,""
903,20220922,38,35,""
904,20220923,35,34.7142857142857,""
905,20220924,21,32.8571428571429,""
906,20220925,34,33.8571428571429,""
907,20220926,31,34,""
908,20220927,30,32.1428571428571,""
909,20220928,28,31,""
910,20220929,42,31.5714285714286,""
911,20220930,34,31.4285714285714,""
912,20221001,32,33,""
913,20221002,18,30.7142857142857,""
914,20221003,48,33.1428571428571,""
915,20221004,39,34.4285714285714,""
916,20221005,34,35.2857142857143,""
917,20221006,24,32.7142857142857,""
918,20221007,48,34.7142857142857,""
919,20221008,34,35,""
920,20221009,24,35.8571428571429,""
921,20221010,38,34.4285714285714,""
922,20221011,27,32.7142857142857,""
923,20221012,35,32.8571428571429,""
924,20221013,39,35,""
925,20221014,46,34.7142857142857,""
926,20221015,25,33.4285714285714,""
927,20221016,34,34.8571428571429,""
928,20221017,35,34.4285714285714,""
929,20221018,24,34,""
930,20221019,38,34.4285714285714,""
931,20221020,42,34.8571428571429,""
932,20221021,28,32.2857142857143,""
933,20221022,35,33.7142857142857,""
934,20221023,27,32.7142857142857,""
935,20221024,40,33.4285714285714,""
936,20221025,36,35.1428571428571,""
937,20221026,36,34.8571428571429,""
938,20221027,31,33.2857142857143,""
939,20221028,26,33,""
940,20221029,21,31,""
941,20221030,32,31.7142857142857,""
942,20221031,38,31.4285714285714,""
943,20221101,34,31.1428571428571,""
944,20221102,33,30.7142857142857,""
945,20221103,24,29.7142857142857,""
946,20221104,37,31.2857142857143,""
947,20221105,26,32,""
948,20221106,14,29.4285714285714,""
949,20221107,35,29,""
950,20221108,23,27.4285714285714,""
951,20221109,23,26,""
952,20221110,31,27,""
953,20221111,33,26.4285714285714,""
954,20221112,13,24.5714285714286,""
955,20221113,19,25.2857142857143,""
956,20221114,22,23.4285714285714,""
957,20221115,24,23.5714285714286,""
958,20221116,20,23.1428571428571,""
959,20221117,25,22.2857142857143,""
960,20221118,23,20.8571428571429,""
961,20221119,18,21.5714285714286,""
962,20221120,19,21.5714285714286,""
963,20221121,32,23,""
964,20221122,26,23.2857142857143,""
965,20221123,31,24.8571428571429,""
966,20221124,27,25.1428571428571,""
967,20221125,22,25,""
968,20221126,26,26.1428571428571,""
969,20221127,32,28,""
970,20221128,28,27.4285714285714,""
971,20221129,26,27.4285714285714,""
972,20221130,33,27.7142857142857,""
973,20221201,25,27.4285714285714,""
974,20221202,17,26.7142857142857,""
975,20221203,22,26.1428571428571,""
976,20221204,35,26.5714285714286,""
977,20221205,28,26.5714285714286,""
978,20221206,35,27.8571428571429,""
979,20221207,42,29.1428571428571,""
980,20221208,39,31.1428571428571,""
981,20221209,38,34.1428571428571,""
982,20221210,25,34.5714285714286,""
983,20221211,33,34.2857142857143,""
984,20221212,39,35.8571428571429,""
985,20221213,56,38.8571428571429,""
986,20221214,53,40.4285714285714,""
987,20221215,39,40.4285714285714,""
988,20221216,47,41.7142857142857,""
989,20221217,38,43.5714285714286,""
990,20221218,36,44,""
991,20221219,61,47.1428571428571,""
992,20221220,77,50.1428571428571,""
993,20221221,57,50.7142857142857,""
994,20221222,70,55.1428571428571,""
995,20221223,64,57.5714285714286,""
996,20221224,55,60,""
997,20221225,40,60.5714285714286,""
998,20221226,50,59,""
999,20221227,80,59.4285714285714,""
1000,20221228,67,60.8571428571429,""
1001,20221229,79,62.1428571428571,""
1002,20221230,55,60.8571428571429,""
1003,20221231,67,62.5714285714286,""
1004,20230101,54,64.5714285714286,""
1005,20230102,57,65.5714285714286,""
1006,20230103,72,64.4285714285714,""
1007,20230104,66,64.2857142857143,""
1008,20230105,65,62.2857142857143,""
1009,20230106,73,64.8571428571429,""
1010,20230107,50,62.4285714285714,""
1011,20230108,41,60.5714285714286,""
1012,20230109,57,60.5714285714286,""
1013,20230110,46,56.8571428571429,""
1014,20230111,51,54.7142857142857,""
1015,20230112,52,52.8571428571429,""
1016,20230113,48,49.2857142857143,""
1017,20230114,25,45.7142857142857,""
1018,20230115,35,44.8571428571429,""
1019,20230116,36,41.8571428571429,""
1020,20230117,43,41.4285714285714,""
1021,20230118,43,40.2857142857143,""
1022,20230119,24,36.2857142857143,""
1023,20230120,31,33.8571428571429,""
1024,20230121,27,34.1428571428571,""
1025,20230122,22,32.2857142857143,""
1026,20230123,37,32.4285714285714,""
1027,20230124,34,31.1428571428571,""
1028,20230125,19,27.7142857142857,""
1029,20230126,36,29.4285714285714,""
1030,20230127,36,30.1428571428571,""
1031,20230128,23,29.5714285714286,""
1032,20230129,26,30.1428571428571,""
1033,20230130,34,29.7142857142857,""
1034,20230131,29,29,""
1035,20230201,33,31,""
1036,20230202,43,32,""
1037,20230203,26,30.5714285714286,""
1038,20230204,15,29.4285714285714,""
1039,20230205,33,30.4285714285714,""
1040,20230206,38,31,""
1041,20230207,34,31.7142857142857,""
1042,20230208,35,32,""
1043,20230209,38,31.2857142857143,""
1044,20230210,19,30.2857142857143,""
1045,20230211,25,31.7142857142857,""
1046,20230212,35,32,""
1047,20230213,44,32.8571428571429,""
1048,20230214,31,32.4285714285714,""
1049,20230215,32,32,""
1050,20230216,42,32.5714285714286,""
1051,20230217,32,34.4285714285714,""
1052,20230218,33,35.5714285714286,""
1053,20230219,24,34,""
1054,20230220,34,32.5714285714286,""
1055,20230221,41,34,""
1056,20230222,47,36.1428571428571,""
1057,20230223,34,35,""
1058,20230224,45,36.8571428571429,""
1059,20230225,29,36.2857142857143,""
1060,20230226,21,35.8571428571429,""
1061,20230227,34,35.8571428571429,""
1062,20230228,51,37.2857142857143,""
1063,20230301,34,35.4285714285714,""
1064,20230302,38,36,""
1065,20230303,32,34.1428571428571,""
1066,20230304,36,35.1428571428571,""
1067,20230305,46,38.7142857142857,""
1068,20230306,58,42.1428571428571,""
1069,20230307,51,42.1428571428571,""
1070,20230308,62,46.1428571428571,""
1071,20230309,62,49.5714285714286,""
1072,20230310,62,53.8571428571429,""
1073,20230311,42,54.7142857142857,""
1074,20230312,39,53.7142857142857,""
1075,20230313,75,56.1428571428571,""
1076,20230314,54,56.5714285714286,""
1077,20230315,73,58.1428571428571,""
1078,20230316,82,61,""
1079,20230317,58,60.4285714285714,""
1080,20230318,64,63.5714285714286,""
1081,20230319,62,66.8571428571429,""
1082,20230320,78,67.2857142857143,""
1083,20230321,58,67.8571428571429,""
1084,20230322,69,67.2857142857143,""
1085,20230323,75,66.2857142857143,""
1086,20230324,82,69.7142857142857,""
1087,20230325,48,67.4285714285714,""
1088,20230326,43,64.7142857142857,""
1089,20230327,62,62.4285714285714,""
1090,20230328,53,61.7142857142857,""
1091,20230329,75,62.5714285714286,""
1092,20230330,54,59.5714285714286,""
1093,20230331,61,56.5714285714286,""
1094,20230401,50,56.8571428571429,""
1095,20230402,44,57,""
1096,20230403,45,54.5714285714286,""
1097,20230404,64,56.1428571428571,""
1098,20230405,50,52.5714285714286,""
1099,20230406,71,55,""
1100,20230407,60,54.8571428571429,""
1101,20230408,52,55.1428571428571,""
1102,20230409,52,56.2857142857143,""
1103,20230410,55,57.7142857142857,""
1104,20230411,55,56.4285714285714,""
1105,20230412,54,57,""
1106,20230413,57,55,""
1107,20230414,52,53.8571428571429,""
1108,20230415,37,51.7142857142857,""
1109,20230416,42,50.2857142857143,""
1110,20230417,56,50.4285714285714,""
1111,20230418,41,48.4285714285714,""
1112,20230419,41,46.5714285714286,""
1113,20230420,49,45.4285714285714,""
1114,20230421,29,42.1428571428571,""
1115,20230422,40,42.5714285714286,""
1116,20230423,33,41.2857142857143,""
1117,20230424,51,40.5714285714286,""
1118,20230425,34,39.5714285714286,""
1119,20230426,24,37.1428571428571,""
1120,20230427,22,33.2857142857143,""
1121,20230428,39,34.7142857142857,""
1122,20230429,27,32.8571428571429,""
1123,20230430,31,32.5714285714286,""
1124,20230501,40,31,""
1125,20230502,23,29.4285714285714,""
1126,20230503,22,29.1428571428571,""
1127,20230504,33,30.7142857142857,""
1128,20230505,30,29.4285714285714,""
1129,20230506,25,29.1428571428571,""
1130,20230507,23,28,""
1131,20230508,21,25.2857142857143,""
1132,20230509,22,25.1428571428571,""
1133,20230510,18,24.5714285714286,""
1134,20230511,24,23.2857142857143,""
1135,20230512,19,21.7142857142857,""
1136,20230513,22,21.2857142857143,""
1137,20230514,24,21.4285714285714,""
1138,20230515,21,21.4285714285714,""
1139,20230516,16,20.5714285714286,""
1140,20230517,21,21,""
1141,20230518,14,19.5714285714286,""
1142,20230519,18,19.4285714285714,""
1143,20230520,14,18.2857142857143,""
1144,20230521,13,16.7142857142857,""
1145,20230522,15,15.8571428571429,""
1146,20230523,33,18.2857142857143,""
1147,20230524,19,18,""
1148,20230525,13,17.8571428571429,""
1149,20230526,16,17.5714285714286,""
1150,20230527,12,17.2857142857143,""
1151,20230528,18,18,""
1152,20230529,17,18.2857142857143,""
1153,20230530,10,15,""
1154,20230531,15,14.4285714285714,""
1155,20230601,7,13.5714285714286,""
1156,20230602,16,13.5714285714286,""
1157,20230603,22,15,""
1158,20230604,12,14.1428571428571,""
1159,20230605,21,14.7142857142857,""
1160,20230606,22,16.4285714285714,""
1161,20230607,15,16.4285714285714,""
1162,20230608,13,17.2857142857143,""
1163,20230609,17,17.4285714285714,""
1164,20230610,16,16.5714285714286,""
1165,20230611,12,16.5714285714286,""
1166,20230612,10,15,""
1167,20230613,19,14.5714285714286,""
1168,20230614,14,14.4285714285714,""
1169,20230615,15,14.7142857142857,""
1170,20230616,11,13.8571428571429,""
1171,20230617,14,13.5714285714286,""
1172,20230618,10,13.2857142857143,""
1173,20230619,10,13.2857142857143,""
1174,20230620,8,11.7142857142857,""
1175,20230621,11,11.2857142857143,""
1176,20230622,12,10.8571428571429,""
1177,20230623,9,10.5714285714286,""
1178,20230624,6,9.42857142857143,""
1179,20230625,5,8.71428571428571,""
1180,20230626,9,8.57142857142857,""
1181,20230627,9,8.71428571428571,""
1182,20230628,10,8.57142857142857,""
1183,20230629,12,8.57142857142857,""
1184,20230630,7,8.28571428571429,""
1185,20230701,5,8.14285714285714,""
1186,20230702,7,8.42857142857143,""
1187,20230703,4,7.71428571428571,""
1188,20230704,9,7.71428571428571,""
1189,20230705,11,7.85714285714286,""
1190,20230706,13,8,""
1191,20230707,11,8.57142857142857,""
1192,20230708,2,8.14285714285714,""
1193,20230709,6,8,""
1194,20230710,14,9.42857142857143,""
1195,20230711,16,10.4285714285714,""
1196,20230712,6,9.71428571428571,""
1197,20230713,13,9.71428571428571,""
1198,20230714,13,10,""
1199,20230715,13,11.5714285714286,""
1200,20230716,10,12.1428571428571,""
1201,20230717,11,11.7142857142857,""
1202,20230718,11,11,""
1203,20230719,14,12.1428571428571,""
1204,20230720,12,12,""
1205,20230721,14,12.1428571428571,""
1206,20230722,6,11.1428571428571,""
1207,20230723,16,12,""
1208,20230724,12,12.1428571428571,""
1209,20230725,21,13.5714285714286,""
1210,20230726,18,14.1428571428571,""
1211,20230727,15,14.5714285714286,""
1212,20230728,23,15.8571428571429,""
1213,20230729,20,17.8571428571429,""
1214,20230730,13,17.4285714285714,""
1215,20230731,15,17.8571428571429,""
1216,20230801,21,17.8571428571429,""
1217,20230802,14,17.2857142857143,""
1218,20230803,22,18.2857142857143,""
1219,20230804,23,18.2857142857143,""
1220,20230805,23,18.7142857142857,""
1221,20230806,23,20.1428571428571,""
1222,20230807,22,21.1428571428571,""
1223,20230808,28,22.1428571428571,""
1224,20230809,26,23.8571428571429,""
1225,20230810,42,26.7142857142857,""
1226,20230811,23,26.7142857142857,""
1227,20230812,30,27.7142857142857,""
1228,20230813,26,28.1428571428571,""
1229,20230814,35,30,""
1230,20230815,37,31.2857142857143,""
1231,20230816,26,31.2857142857143,""
1232,20230817,37,30.5714285714286,""
1233,20230818,31,31.7142857142857,""
1234,20230819,30,31.7142857142857,""
1235,20230820,25,31.5714285714286,""
1236,20230821,41,32.4285714285714,""
1237,20230822,32,31.7142857142857,""
1238,20230823,30,32.2857142857143,""
1239,20230824,37,32.2857142857143,""
1240,20230825,38,33.2857142857143,""
1241,20230826,41,34.8571428571429,""
1242,20230827,30,35.5714285714286,""
1243,20230828,43,35.8571428571429,""
1244,20230829,48,38.1428571428571,""
1245,20230830,40,39.5714285714286,""
1246,20230831,40,40,""
1247,20230901,47,41.2857142857143,""
1248,20230902,35,40.4285714285714,""
1249,20230903,27,40,""
1250,20230904,40,39.5714285714286,""
